,WL,power
0,1.543,0.003
1,1.5430253164556962,0.00316
2,1.5430506329113924,0.00312
3,1.5430759493670885,0.00312
4,1.5431012658227847,0.00296
5,1.543126582278481,0.00284
6,1.5431518987341772,0.0026
7,1.5431772151898733,0.00248
8,1.5432025316455695,0.00228
9,1.5432278481012658,0.002084
10,1.543253164556962,0.001876
11,1.543278481012658,0.001696
12,1.5433037974683543,0.001448
13,1.5433291139240506,0.0012
14,1.5433544303797468,0.001088
15,1.5433797468354429,0.000676
16,1.5434050632911391,0.0007
17,1.5434303797468354,0.000592
18,1.5434556962025316,0.000472
19,1.5434810126582277,0.00038
20,1.543506329113924,0.000256
21,1.5435316455696202,0.00022
22,1.5435569620253164,0.000152
23,1.5435822784810125,0.0001116
24,1.5436075949367087,7.2e-05
25,1.543632911392405,5.92e-05
26,1.5436582278481012,3.64e-05
27,1.5436835443037975,2.92e-05
28,1.5437088607594935,2.52e-05
29,1.5437341772151898,2.504e-05
30,1.543759493670886,2.476e-05
31,1.5437848101265823,1.908e-05
32,1.5438101265822783,1.932e-05
33,1.5438354430379746,2.276e-05
34,1.5438607594936709,2.664e-05
35,1.543886075949367,3.416e-05
36,1.5439113924050631,3.4e-05
37,1.5439367088607594,4.28e-05
38,1.5439620253164557,7.12e-05
39,1.543987341772152,8.24e-05
40,1.544012658227848,0.0001572
41,1.5440379746835442,0.0002448
42,1.5440632911392405,0.000396
43,1.5440886075949367,0.000908
44,1.5441139240506327,0.000788
45,1.544139240506329,0.001076
46,1.5441645569620253,0.001388
47,1.5441898734177215,0.001988
48,1.5442151898734175,0.002284
49,1.5442405063291138,0.002856
50,1.54426582278481,0.003032
51,1.5442911392405063,0.0036
52,1.5443164556962024,0.00396
53,1.5443417721518986,0.0042
54,1.5443670886075949,0.00468
55,1.5443924050632911,0.00496
56,1.5444177215189874,0.00596
57,1.5444430379746834,0.01192
58,1.5444683544303797,0.0056
59,1.544493670886076,0.0056
60,1.5445189873417722,0.0056
61,1.5445443037974682,0.00528
62,1.5445696202531645,0.00496
63,1.5445949367088607,0.00504
64,1.544620253164557,0.00432
65,1.544645569620253,0.0038
66,1.5446708860759493,0.00372
67,1.5446962025316455,0.00324
68,1.5447215189873418,0.00308
69,1.5447468354430378,0.00264
70,1.544772151898734,0.00212
71,1.5447974683544303,0.001956
72,1.5448227848101266,0.001508
73,1.5448481012658226,0.001192
74,1.5448734177215189,0.000892
75,1.5448987341772151,0.00078
76,1.5449240506329114,0.00064
77,1.5449493670886074,0.000428
78,1.5449746835443037,0.000388
79,1.545,0.000248
80,1.5450253164556962,0.0001736
81,1.5450506329113924,0.0001212
82,1.5450759493670885,9.48e-05
83,1.5451012658227847,6.96e-05
84,1.545126582278481,7.24e-05
85,1.5451518987341772,4.12e-05
86,1.5451772151898733,3.52e-05
87,1.5452025316455695,3.24e-05
88,1.5452278481012658,3.32e-05
89,1.545253164556962,3.56e-05
90,1.545278481012658,4.16e-05
91,1.5453037974683543,4.56e-05
92,1.5453291139240506,6.72e-05
93,1.5453544303797468,0.000134
94,1.5453797468354429,0.0001268
95,1.5454050632911391,0.0002228
96,1.5454303797468354,0.000278
97,1.5454556962025316,0.000496
98,1.5454810126582277,0.000728
99,1.545506329113924,0.00118
100,1.5455316455696202,0.00202
101,1.5455569620253164,0.0027
102,1.5455822784810125,0.00368
103,1.5456075949367087,0.00404
104,1.545632911392405,0.00508
105,1.5456582278481013,0.00568
106,1.5456835443037975,0.007
107,1.5457088607594935,0.00736
108,1.5457341772151898,0.00876
109,1.545759493670886,0.00948
110,1.5457848101265823,0.01012
111,1.5458101265822783,0.01076
112,1.5458354430379746,0.01144
113,1.5458607594936709,0.01164
114,1.5458860759493671,0.0188
115,1.5459113924050631,0.01168
116,1.5459367088607594,0.0206
117,1.5459620253164557,0.01156
118,1.545987341772152,0.01588
119,1.546012658227848,0.019
120,1.5460379746835442,0.00948
121,1.5460632911392405,0.0126
122,1.5460886075949367,0.00804
123,1.5461139240506327,0.00724
124,1.546139240506329,0.00648
125,1.5461645569620253,0.0058
126,1.5461898734177215,0.00492
127,1.5462151898734176,0.00452
128,1.5462405063291138,0.00348
129,1.54626582278481,0.0046
130,1.5462911392405063,0.00216
131,1.5463164556962024,0.002072
132,1.5463417721518986,0.002104
133,1.5463670886075949,0.001984
134,1.5463924050632911,0.000776
135,1.5464177215189874,0.000688
136,1.5464430379746834,0.000488
137,1.5464683544303797,0.000324
138,1.546493670886076,0.0001892
139,1.5465189873417722,0.000164
140,1.5465443037974682,0.0001136
141,1.5465696202531645,8.08e-05
142,1.5465949367088607,7.12e-05
143,1.546620253164557,6.24e-05
144,1.546645569620253,6.16e-05
145,1.5466708860759493,6.32e-05
146,1.5466962025316455,7.12e-05
147,1.5467215189873418,8.48e-05
148,1.5467468354430378,0.000114
149,1.546772151898734,0.0001424
150,1.5467974683544303,0.000122
151,1.5468227848101266,0.0002352
152,1.5468481012658226,0.000476
153,1.5468734177215189,0.000584
154,1.5468987341772151,0.000884
155,1.5469240506329114,0.00182
156,1.5469493670886074,0.002788
157,1.5469746835443037,0.0038
158,1.547,0.00556
159,1.5470253164556962,0.00776
160,1.5470506329113924,0.00868
161,1.5470759493670885,0.0114
162,1.5471012658227847,0.01316
163,1.547126582278481,0.01516
164,1.5471518987341772,0.01712
165,1.5471772151898733,0.01984
166,1.5472025316455695,0.02124
167,1.5472278481012658,0.02248
168,1.547253164556962,0.02488
169,1.547278481012658,0.02632
170,1.5473037974683543,0.02704
171,1.5473291139240506,0.02784
172,1.5473544303797468,0.0278
173,1.5473797468354429,0.02748
174,1.5474050632911391,0.02672
175,1.5474303797468354,0.0244
176,1.5474556962025316,0.0242
177,1.5474810126582277,0.0222
178,1.547506329113924,0.02148
179,1.5475316455696202,0.01972
180,1.5475569620253165,0.01768
181,1.5475822784810125,0.01564
182,1.5476075949367087,0.01436
183,1.547632911392405,0.01196
184,1.5476582278481013,0.01008
185,1.5476835443037975,0.00896
186,1.5477088607594935,0.0072
