,WL,power
0,1.543,4e-10
1,1.5430253164556962,4e-10
2,1.5430506329113924,4e-10
3,1.5430759493670885,4e-10
4,1.5431012658227847,4e-10
5,1.543126582278481,4e-10
6,1.5431518987341772,4e-10
7,1.5431772151898733,4e-10
8,1.5432025316455695,4e-10
9,1.5432278481012658,4e-10
10,1.543253164556962,4e-10
11,1.543278481012658,4e-10
12,1.5433037974683543,4e-10
13,1.5433291139240506,4e-10
14,1.5433544303797468,4e-10
15,1.5433797468354429,4e-10
16,1.5434050632911391,4e-10
17,1.5434303797468354,4e-10
18,1.5434556962025316,4e-10
19,1.5434810126582277,4e-10
20,1.543506329113924,4e-10
21,1.5435316455696202,4e-10
22,1.5435569620253164,4e-10
23,1.5435822784810125,4e-10
24,1.5436075949367087,4e-10
25,1.543632911392405,4e-10
26,1.5436582278481012,4e-10
27,1.5436835443037975,4e-10
28,1.5437088607594935,4e-10
29,1.5437341772151898,4e-10
30,1.543759493670886,4e-10
31,1.5437848101265823,4e-10
32,1.5438101265822783,4e-10
33,1.5438354430379746,4e-10
34,1.5438607594936709,4e-10
35,1.543886075949367,4e-10
36,1.5439113924050631,4e-10
37,1.5439367088607594,4e-10
38,1.5439620253164557,4e-10
39,1.543987341772152,4e-10
40,1.544012658227848,4e-10
41,1.5440379746835442,4e-10
42,1.5440632911392405,4e-10
43,1.5440886075949367,4e-10
44,1.5441139240506327,4e-10
45,1.544139240506329,4e-10
46,1.5441645569620253,4e-10
47,1.5441898734177215,4e-10
48,1.5442151898734175,4e-10
49,1.5442405063291138,4e-10
50,1.54426582278481,4e-10
51,1.5442911392405063,4e-10
52,1.5443164556962024,4e-10
53,1.5443417721518986,4e-10
54,1.5443670886075949,4e-10
55,1.5443924050632911,4e-10
56,1.5444177215189874,4e-10
57,1.5444430379746834,4e-10
58,1.5444683544303797,4e-10
59,1.544493670886076,4e-10
60,1.5445189873417722,4e-10
61,1.5445443037974682,4e-10
62,1.5445696202531645,4e-10
63,1.5445949367088607,4e-10
64,1.544620253164557,4e-10
65,1.544645569620253,4e-10
66,1.5446708860759493,4e-10
67,1.5446962025316455,4e-10
68,1.5447215189873418,4e-10
69,1.5447468354430378,4e-10
70,1.544772151898734,4e-10
71,1.5447974683544303,4e-10
72,1.5448227848101266,4e-10
73,1.5448481012658226,4e-10
74,1.5448734177215189,4e-10
75,1.5448987341772151,4e-10
76,1.5449240506329114,4e-10
77,1.5449493670886074,4e-10
78,1.5449746835443037,4e-10
79,1.545,4e-10
80,1.5450253164556962,4e-10
81,1.5450506329113924,4e-10
82,1.5450759493670885,4e-10
83,1.5451012658227847,4e-10
84,1.545126582278481,4e-10
85,1.5451518987341772,4e-10
86,1.5451772151898733,4e-10
87,1.5452025316455695,4e-10
88,1.5452278481012658,4e-10
89,1.545253164556962,4e-10
90,1.545278481012658,4e-10
91,1.5453037974683543,4e-10
92,1.5453291139240506,4e-10
93,1.5453544303797468,4e-10
94,1.5453797468354429,4e-10
95,1.5454050632911391,4e-10
96,1.5454303797468354,4e-10
97,1.5454556962025316,4e-10
